count,city,installation_date
26,PINE VALLEY,2018
2,EDWARDS,2017
3,ROSAMOND,2010
1,EMERYVILLE,2016
1,Magalia,2005
1,BODFISH,2014
1,Benicia,2017
1,TOMALES,2016
29,TEMPLE CITY,2017
16,LE GRAND,2018
3,Frazier Park,2017
6,POINT REYES STATION,2019
206,Victorville,2018
4,POINT REYES STATION,2016
51,ALAMO,2013
2,FLOURNOY,2019
45,RANCHO SANTA MARGARITA,2014
4,Bonsall,2006
62,Santa Ana,2018
615,MORENO VALLEY,2016
21,Watsonville,2014
6,Monte Sereno,2009
27,Inglewood,2017
1,helendale,2018
9,WILLOWS,2013
6,Apple Valley,2003
5,LAGUNA NIGUEL,2011
6,VALLECITO,2018
16,Oroville,2003
131,PACIFICA,2015
3,SAN BERNARDINO,2005
2,BUTTONWILLOW,2014
1,Edwards,2016
1,DERBY ACRES,2016
99,Huntington Beach,2009
12,Concord,2004
78,WILLIAMS,2015
8,HYDESVILLE,2018
1,LA CANADA,2015
3,Potter Valley,2004
16,Lafayette,2006
1,El Mirage,2007
1,LA CRESCENTA,2012
2,JULIAN,2012
88,SAN DIMAS,2016
5,Red Bluff,2003
12,Los Alamitos,2008
5,Signal Hill,2017
5,SAUGUS,2012
1,SURFSIDE,2007
110,La Verne,2014
15,Nuevo,2011
15,AVENAL,2018
8,Wrightwood,2014
629,EL DORADO HILLS,2018
5,Monterey Park,2011
116,Berkeley,2007
17,San Rafael,2014
2,Scottsdale,2002
1,San Simeon,2006
40,Vallejo,2012
5,EL CAJON,2009
1,NEWPORT BEACH,2007
1,Reedley,2003
2,Ventura,2018
2,San Leandro,2016
3,Pleasanton,2002
4,NEWPORT BEACH,2011
2,COMPTCHE,2015
16,Mountain View,2005
1,RUMSEY,2016
7,Kentfield,2010
1,CAMERON PARK,2012
45,ROSEMEAD,2019
7,Corning,2015
2,SIERRA MADRE,2002
1,BANTA,2017
3,Strathmore,2009
1,Meadow Vista,2003
1,Oak Run,2005
1,Bell Gardens,2015
1,Carmel,2001
2,WILDOMAR,2004
92,LAS FLORES,2016
1,BRANSCOMB,2019
1,Lotus,2001
4,DUCOR,2017
1,GARBERVILLE,2014
67,Alamo,2013
19,Clayton,2010
1,Patterson,2009
9,CROCKETT,2018
2,Cornville,2006
8,FLINTRIDGE,2015
1,BROOKS,2015
95,ORINDA,2015
1,davis,2013
5,Grover Beach,2014
6,Millbrae,2004
1,HESPERIA,2006
239,WALNUT,2016
1,La Mirada,2002
51,Phoenix,2007
4,KERNVILLE,2019
8,Farmersville,2017
13,Half Moon Bay,2011
1,WARNER SPRINGS,2003
7,Acampo,2008
2,Monte Rio,2012
2,Redwood City,2019
87,JACKSON,2019
2,BIRDS LANDING,2018
30,San Mateo,2007
63,SAN GABRIEL,2017
2,Compton,2009
118,Chino Hills,2013
44,Menlo Park,2012
715,SPRING VALLEY,2016
1,Murphys,2002
64,ROSEMEAD,2015
5,Flintridge,2012
1,Villa Park,2004
110,Canyon Lake,2013
1,GUATAY,2014
25,Ripon,2012
8,Cayucos,2011
6,SANTA NELLA,2018
1,Hillsborough,2002
30,Redding,2014
12,TULARE,2013
90,Vista,2014
76,ARVIN,2015
1,Cameron park,2013
1,HUNTINGTON BEACH,2005
2,San Lorenzo,2007
2,Cressey,2007
2,Capitola,2004
1,FALLON,2013
10,PLEASANT GROVE,2018
15,Reedley,2011
5,COLUMBIA,2018
7,Gustine,2019
1,EL TORO,2015
4,Yorba Linda,2006
39,Diamond Bar,2012
4,Laguna Beach,2004
22,ROUGH AND READY,2016
9,GEORGETOWN,2018
103,San Rafael,2013
1,HIGHLAND,2011
4,Bonita,2006
2,COLLEGE CITY,2017
23,Richmond,2007
1,Huntington Park,2008
29,PACIFIC GROVE,2017
15,Paso Robles,2015
26,Norwalk,2014
7,MCFARLAND,2016
1,GUADALUPE,2005
14,GEYSERVILLE,2018
3,DOBBINS,2019
3,OAKVILLE,2015
6,UPLAND,2012
1,SIERRA CITY,2017
16,STANFORD,2015
167,Victorville,2013
1,HESPERIA,2001
21,Burlingame,2013
3,Belmont,2015
4,CHINO HILLS,2012
4,CALIFORNIA VALLEY,2017
22,San Luis Obispo,2006
210,LADERA RANCH,2018
25,Stanford,2008
55,Pacifica,2013
2,Coronado,2002
20,CORONA DEL MAR,2017
19,San Rafael,2005
1,BODFISH,2016
11,MOSS BEACH,2016
220,ORLAND,2019
2,FERNDALE,2018
2,Weldon,2010
1,Marina,2010
1,Princeton,2014
3,Springville,2009
11,La Mesa,2003
1,El Cerrito,2017
1,EL SEGUNDO,2013
2,Fall River Mills,2010
2,CASPAR,2015
4,Castaic,2005
18,Dixon,2010
17,Ukiah,2013
2,FALLBROOK,2001
1,New River,2007
1,Fall River Mills,2007
45,LITTLEROCK,2019
75,GARDENA,2015
80,Vista,2013
1,PEARBLOSSOM,2006
18,Norco,2010
1,Caspar,2013
259,ATWATER,2016
1,BELLFLOWER,2006
3,Claremont,2015
3,Soquel,2015
1,Wheatland,2008
1,SODA SPRINGS,2016
1,Kingsburg,2019
19,Valley Springs,2010
3,Pilot Hill,2005
1,palmdale,2016
2,Los Alamitos,2004
5,ARTOIS,2017
118,Corona,2018
100,Los Angeles,2013
15,Bishop,2010
2,GLENCOE,2016
28,PLANADA,2016
97,CYPRESS,2017
2,Wheatland,2005
1,Ignacio,2003
155,Santa Barbara,2011
8,Mariposa,2010
4,OCEANSIDE,2003
1,San Anselmo,2017
4,Whittier,2003
15,Richmond,2006
1,Laguna Hills,2003
72,Los Altos,2009
5,MAMMOTH LAKES,2014
1,CAMARILLO,2010
1,Hawkins Bar,2013
3509,FRESNO,2017
64,Westlake Village,2013
3,La Honda,2011
9,Penngrove,2009
14,Perris,2009
2,TRAVER,2015
1,El Cerrito,2002
82,Palm Desert,2007
8,LATON,2017
4,MAXWELL,2013
970,VISTA,2019
1,Corona Del Mar,2010
147,NEWBURY PARK,2019
1,Whitmore,2009
9,Huntington Park,2017
1,SCOTIA,2017
1,Sequoia National Park,2012
7,Nevada City,2002
59,Brea,2017
37,MENDOTA,2019
3,Yorba Linda,2019
3,LEONA VALLEY,2014
2,NORCO,2009
17,Lakewood,2009
38,Goodyear,2008
3,Oceano,2015
3,WHITTIER,2011
200,Riverside,2019
6,Madera,2003
2969,SAN JOSE,2017
1,Woodside,2001
4,Flintridge,2014
1,Parlier,2012
1,PORTOLA VALLEY,2006
8,Foothill Ranch,2010
4,Hesperia,2006
32,SOQUEL,2019
1,Valencia,2002
322,HOLLISTER,2015
1,Campo,2002
114,Apple Valley,2016
12,FRAZIER PARK,2018
2,La Honda,2013
60,Clovis,2005
7,Bolinas,2012
6,Montebello,2012
21,Duarte,2013
5,La Jolla,2003
1,Palm desert,2017
130,LOS OSOS,2016
3,Penngrove,2006
3,Earlimart,2012
398,REDLANDS,2015
1,Capistrano Beach,2004
6,LANDERS,2018
2,HUNTINGTON BEACH,2003
2,Silverado,2012
13,Sunnyvale,2005
1,Covina,2001
8,Carmel by the Sea,2008
32,STANTON,2015
72,Fullerton,2017
129,Lake Forest,2013
1,Sorrento Valley,2007
2,Descanso,2006
5,Felton,2004
5,PACIFIC GROVE,2013
3,Bella Vista,2011
30,Newcastle,2010
1,Landers,2018
129,WILDOMAR,2014
2,BISHOP,2008
135,Yucaipa,2012
2,Barstow,2005
1,SELMA,2004
89,Lake Forest,2012
2,Jenner,2004
1,FallBrook,2007
1,Pasdena,2007
2,Greenville,2008
90,Oakland,2014
6,BOULEVARD,2013
14,Redding,2008
1,SOMIS,2012
6,SAN FERNANDO,2019
1,AGOURA,2016
756,SAN FRANCISCO,2016
17,PLEASANT GROVE,2016
126,LAFAYETTE,2014
4,LLANO,2018
1,Olema,2003
2,Murphys,2007
3,JAMUL,2009
27,Guadalupe,2011
6,SANTA BARBARA,2008
2,Georgetown,2013
1,GARDENA,2011
1,ARCADIA,2004
4,Julian,2001
2,CHINO HILLS,2010
15,MOSS BEACH,2015
138,RIVERBANK,2019
44,SAN LORENZO,2015
4,DESERT CENTER,2017
63,NEWCASTLE,2014
3,Greenbrae,2004
11,Saratoga,2002
12,PIXLEY,2018
4,Cardiff by the Sea,2012
1,SUMMERLAND,2014
1,ZAMORA,2017
31,La Habra,2012
1,Rialto,2007
2,Litchfield Park,2004
1,LA CANADA FLINTRIDGE,2019
22,Kerman,2012
16,Templeton,2004
3,Esparto,2010
39,Lake Forest,2018
10,Benicia,2009
2,Prather,2011
5,CRESSEY,2014
13,Chatsworth,2013
1,Compton,2007
3,Glendora,2007
1,LA Habra,2017
14,Malibu,2016
80,Eastvale,2012
10,BARSTOW,2013
4,LAGUNITAS,2017
2,NORTH PALM SPRINGS,2017
1,RYDE,2018
1,Navarro,2007
1,VENTURA,2005
6,Three Rivers,2007
1,Joshua Tree,2002
2,Yucca Valley,2006
7,Glen Ellen,2004
10,LANDERS,2016
9,Colusa,2010
8,Cool,2011
1,CASMALIA,2017
5,CYPRESS,2012
153,NORWALK,2018
88,LOMPOC,2016
2,Avalon,2009
17,LE GRAND,2016
3,Mount Aukum,2010
6,Los Banos,2014
1,Little River,2003
7,Barstow,2011
305,HESPERIA,2016
1,Palm springs,2016
2,PASADENA,2012
1,WINDSOR,2006
9,Lemon Grove,2015
1,Point Arena,2006
136,Fullerton,2013
9,Somis,2013
2,DUCOR,2019
22,PIONEER,2018
3,SAN CLEMENTE,2004
3,Encinitas,2017
21,Joshua Tree,2012
3,Santa Barbara,2000
1,CATHEDRAL CITY,2004
3,SAN JUAN CAPO,2003
2,Newark,2014
27,Lafayette,2008
2,CANYON COUNTRY,2010
9,IVANHOE,2015
2,corona,2017
3,JULIAN,2011
3,Lamont,2012
325,WEST SACRAMENTO,2018
24,KINGSBURG,2013
1,Tomales,2005
2,POTRERO,2015
10,Lynwood,2019
399,HEMET,2016
1,SANTA PAULA,2012
4,Capay,2010
95,Chino Hills,2011
6,Sierra Madre,2010
28,Laguna Beach,2011
23,La Verne,2017
1,Stratford,2016
3,PAYNES CREEK,2019
3,GUALALA,2017
5,Yountville,2011
227,RICHMOND,2019
4,Lower Lake,2008
4,Belmont,2002
6,Lemoore,2017
2,SAN ANDREAS,2013
4,YUCCA VALLEY,2012
37,RESCUE,2014
135,Santa Ana,2017
4,Cotati,2007
23,Burlingame,2011
2,LAKEHEAD,2014
132,Upland,2013
1,Orcutt,2014
37,Cypress,2014
6,Foresthill,2010
2,Riverdale,2011
3,La Grange,2014
172,PLACENTIA,2018
2,Bradbury,2012
1,Hamilton City,2011
8,Cypress,2008
6,RAIL ROAD FLAT,2016
70,Beaumont,2019
3,Caruthers,2011
1,KELSEY,2017
1,Lompoc,2008
2,LAKE HUGHES,2018
1,NORTH PALM SPRINGS,2014
120,Woodland,2012
1,Branscomb,2007
26,TEMPLE CITY,2014
20,Sunnyvale,2014
201,COTO DE CAZA,2016
3,Larkspur,2001
12,Greenfield,2019
6,MILLVILLE,2013
122,Berkeley,2008
1,LOS ALAMITOS,2006
4,NEW CUYAMA,2016
5,DUCOR,2018
1,Gaviota,2009
1,Blythe,2004
2,McArthur,2011
255,Palmdale,2012
128,Yorba Linda,2016
14,BORON,2015
2,Quartz Hill,2018
6,Sedona,2009
1,Coulterville,2010
1,Garden grove,2017
3,Carpinteria,2014
1,Santa Clara,2007
29,LAKEPORT,2016
4,POWAY,2003
1123,SAN CLEMENTE,2019
2,Bodega,2013
11,Whittier,2008
12,Grass Valley,2018
2,PALA,2012
1,Templeton,2002
29,Malibu,2010
2,San Luis Obispo,2019
4,Shafter,2007
370,AUBURN,2018
21,CAMBRIA,2016
6,COSTA MESA,2012
11,SHERIDAN,2014
8,West Covina,2015
71,Santa Barbara,2007
65,MONTEBELLO,2015
6,Chula Vista,2001
38,ARBUCKLE,2018
3,Costa Mesa,2002
46,OAKHURST,2017
1,Selma,2018
1,SAN FRANCISCO,2011
98,ANDERSON,2017
1,Fountain Vly,2013
2,MC FARLAND,2013
19,South Pasadena,2010
9,Rescue,2010
17,Adelanto,2013
3,ARCADIA,2011
92,CARDIFF,2015
4,DELANO,2013
1,SALYER,2019
3,Palo Cedro,2004
2,Cool,2006
3,Whittier,2004
11,BELL CANYON,2019
1,ALTA,2013
1,SODA SPRINGS,2014
2,West Covina,2005
8,DUNNIGAN,2018
1,RED BLUFF,2005
15,SAUSALITO,2019
39,Alamo,2009
2,Newcastle,2017
42,HERMOSA BEACH,2018
85,Vista,2011
36,Arcadia,2010
2,Cardiff by the Sea,2014
4,DUCOR,2015
1,Coulterville,2009
23,LA HABRA HEIGHTS,2019
1,LAGUNA HILLS,2007
9,Tracy,2003
11,WARNER SPRINGS,2017
3,Gustine,2013
1,SOUTH LAGUNA,2012
502,MISSION VIEJO,2016
4,North Fork,2011
3,Stevenson Ranch,2008
11,Bonsall,2013
268,THOUSAND OAKS,2019
2,Rancho Palos Verdes,2006
6,Stevenson Ranch,2006
112,Poway,2011
12,Santa Fe Springs,2009
58,Morgan Hill,2016
10,Newcastle,2008
1,SUTTER,2004
1,City Industry,2014
1,BUTTE VALLEY,2019
1,LEE VINING,2018
1,Pope Valley,2003
10,WINDSOR HILLS,2017
31,GROVER BEACH,2019
8,Pico Rivera,2013
4,Galt,2006
2,Commerce,2012
29,GROVELAND,2017
1,PALOMAR MTN,2017
53,Agoura Hills,2012
19,Woodside,2007
1,SIGNAL HILL,2013
1,Fiddletown,2015
2,Concord,2002
4,Carmel,2006
1,Suisun City,2018
2,Martinez,2019
5,KNEELAND,2017
2,Pomona,2006
276,BERKELEY,2017
171,LA JOLLA,2017
13,El Dorado Hills,2006
4,Corning,2007
3,AGUANGA,2019
2,Geyserville,2014
1,Arbuckle,2007
1,Indian Wells,2003
1,CHERRY VALLEY,2011
6,Rancho Bernardo,2010
10,BRADBURY,2018
59,Novato,2009
1,Daggett,2013
330,RANCHO CUCAMONGA,2018
3,San Gabriel,2004
14,CAMBRIA,2017
26,JAMESTOWN,2016
2,Stanford,2009
1146,LANCASTER,2015
1,GROVELAND,2000
1,TAYLORSVILLE,2015
3,Oakville,2009
5,San Rafael,2015
58,STEVENSON RANCH,2018
519,Fresno,2014
2,Brooks,2014
3,SANTA CLARITA,2006
1,BAKERSFIELD,2003
15,Loomis,2006
33,Gilroy,2009
3,Montara,2011
169,YUCCA VALLEY,2018
75,Oceanside,2013
8,Pacific Grove,2013
103,LA PUENTE,2019
339,DANVILLE,2017
4,TWAIN HARTE,2014
1,HUNTINGTON BEACH,2007
21,Laguna Niguel,2009
1,San Joaquin,2013
3,TRONA,2018
1,MENTONE,2013
15,Kelseyville,2007
15,Arroyo Grande,2004
176,MIRA LOMA,2015
1,Oakhurst,2017
132,WALNUT,2019
7,TOLLHOUSE,2018
2,Magalia,2013
47,TUSTIN,2014
3,California City,2009
35,Saratoga,2007
1,Yountville,2001
773,MURRIETA,2016
1,FAIRFAX,2004
56,GOLETA,2017
2,Taylorsville,2005
1,El Toro,2011
2,Rolling Hills Estates,2005
1,Inyokern,2003
43,DOS PALOS,2018
19,Goleta,2011
70,Morgan Hill,2017
1,Montclair,2004
1,Rosemead,2005
164,SARATOGA,2017
3,Clements,2010
6,SAN LORENZO,2013
1,Angels Camp,2014
8,Dixon,2007
2,Buckeye,2007
5,Squaw Valley,2007
2,Mammoth Lakes,2010
9,INYOKERN,2019
1,Garden Valley,2011
19,KENTFIELD,2017
9,Palm Desert,2004
1,Capitola,2008
2,Piedmont,2002
11,PRINCETON,2014
3,Hot Springs,2011
1,Winchester,2004
4,Loleta,2019
142,Davis,2013
4,Clarkdale,2007
1,South El Monte,2003
4,Rohnert Park,2015
1,Corning,2001
2,Barstow,2008
2,Newbury Park,2001
2,Woodbridge,2009
11,Morro Bay,2010
4,La Canada Flintridge,2017
2,Topanga,2006
22,Monterey,2009
1,CUYAMA,2014
94,Long Beach,2009
7,Arcata,2016
2,Angwin,2006
6,Reedley,2019
74,Desert Hot Springs,2013
1,ORICK,2016
56,MORAGA,2017
1,Stockton,2001
1047,CORONA,2019
5,Rosemead,2011
8,Healdsburg,2003
29,Penn Valley,2012
3,Fiddletown,2010
51,PAUMA VALLEY,2016
3,Riverbank,2010
342,PLEASANTON,2017
12,Inglewood,2012
41,Claremont,2017
1,National city,2017
15,Linden,2013
41,MARINA,2017
7,Carlsbad,2003
1,Proberta,2008
15,Rialto,2011
3,Poway,2017
5,Orinda,2005
1,Del Rey,2007
1,Montecito,2007
16,San Marino,2014
2,Fiddletown,2013
57,SAN MARTIN,2016
27,Aptos,2007
1,Wofford Heights,2004
266,GRASS VALLEY,2016
2,Whittier,2005
8,Blythe,2018
72,Valley Center,2013
1,SAN CLEMENTE,2001
1,Downey,2006
1,GORMAN,2019
12,Belmont,2007
125,Fullerton,2014
96,NAPA,2013
20,Tulare,2009
13,Foster City,2011
3,HIDDEN HILLS,2017
1,Crowley Lake,2014
1,PETROLIA,2018
1,Geyserville,2015
2,BALDWIN PARK,2012
1,OROVILLE,2004
4,PASO ROBLES,2006
1,Blue Lake,2006
1,Paskenta,2011
2,El Monte,2008
16,LAKE ISABELLA,2014
12,Yuba City,2005
18,TOPANGA,2016
19,TUOLUMNE,2015
7,Friant,2012
2,Lawndale,2008
26,QUAIL VALLEY,2018
6,HAWAIIAN GARDENS,2018
1,Camino,2007
2,Knightsen,2013
1,Woodside,1999
10,Woodlake,2013
26,AROMAS,2014
2,SANTA MONICA,2006
3,Benicia,2002
405,VALLEJO,2015
1,Meridian,2013
10,SNELLING,2019
1,Latrobe,2015
26,SANTA YNEZ,2019
186,REDWOOD CITY,2017
20,Mountain View,2006
1,Culver City,2003
2,Johnson Valley,2014
1,Fiddletown,2007
4,COLMA,2019
2,CHINO HILLS,2008
1,Palomar Park,2013
13,Topanga,2014
18,MONTEREY,2013
1,CALABASAS,2008
16,Montebello,2013
6,Morongo Valley,2014
85,Escondido,2016
3,San Marino,2007
29,BROWNS VALLEY,2018
154,Dublin,2019
17,PIEDMONT,2013
1,Woodcrest,2011
1,Cardiff,2015
14,Orland,2010
35,Marysville,2013
4,DOS PALOS,2013
7,Hayward,2004
1,San Miguel,2006
1,Clearlake,2001
9,YORBA LINDA,2010
53,Alta Loma,2011
1,LA HONDA,2017
6,MOKELUMNE HILL,2015
1,Grand Terrace,2019
4,FOREST KNOLLS,2015
1,Pico Rivera,2008
1,CANYON LAKE,2011
5,CARRISA PLAINS,2014
206,REEDLEY,2015
1,Cathedral city,2017
3,Columbia,2006
25,Paso Robles,2003
1,Hanford,2004
30,ATHERTON,2015
1,Moss Beach,2004
125,Arcadia,2013
6,Martinez,2001
1,IDYLLWILD,2011
35,Union City,2013
10,BRADLEY,2018
8,Marysville,2019
10,VALLEY CENTER,2011
1,Davenport,2002
3,PHILO,2017
1,Dulzura,2006
3,SAN LUCAS,2018
140,Sunnyvale,2011
1,OCEANO,2013
5,RICHVALE,2015
17,Duarte,2014
3,Edwards,2012
14,Pacifica,2010
28,Indian Wells,2016
16,AZUSA,2019
281,VICTORVILLE,2014
6,Yuba City,2019
2,WINCHESTER,2010
1,RIDGECREST,2009
1,PERRIS,2001
1,La Mirada,2015
82,Saugus,2014
2,Bolinas,2010
241,Rancho Cucamonga,2014
145,Dublin,2016
2,SUN CITY,2010
1,CEDAR GLEN,2017
1,CALIMESA,2006
1,Camanche Lake,2012
101,Nipomo,2015
1,Ripley,2017
79,Palm Desert,2011
5,SAN BERNARDINO,2006
35,Gonzales,2009
10,Mentone,2017
5,MONTROSE,2015
7,VOLCANO,2018
35,Compton,2017
78,IMPERIAL BEACH,2019
20,FIREBAUGH,2019
19,LAKESIDE,2006
2,SIMI VALLEY,2007
15,Moreno Valley,2008
3,MORENO VALLEY,2010
11,CLEARLAKE OAKS,2016
2,CLOVIS,2006
5,LA HONDA,2019
6,South San Francisco,2009
10,El Sobrante,2013
54,MILPITAS,2013
1,Freshwater,2001
1,PARADISE,2005
6,REDWAY,2017
37,FARMERSVILLE,2018
105,Irvine,2011
2,La Grange,2010
1,Santa Margarita,2010
2,LA CANADA FLINTRIDGE,2001
455,VALLEJO,2018
1,Parlier,2009
1,oak view,2017
18,ANGELS CAMP,2014
5,EXETER,2013
4,La Grange,2008
23,Soquel,2012
62,Sanger,2017
2,LA HABRA HEIGHTS,2010
7,Meadow Vista,2011
12,Rescue,2012
212,Menifee,2014
1,Carson,2007
20,Danville,2018
3,Rancho Santa Fe,2016
1,Bradbury,2004
177,WATSONVILLE,2019
140,LADERA RANCH,2017
1,BROWNSVILLE,2017
3,Yucca Valley,2004
75,DUARTE,2015
2,CHULA VISTA,2007
1,Coloma,2010
6,Ontario,2007
1,NORCO,2010
3,Livingston,2007
73,MILL VALLEY,2017
14,SHINGLETOWN,2014
2,Tulare,2004
4,PORTERVILLE,2011
68,Lancaster,2018
1,Mountain Ranch,2001
17,Palmdale,2007
4,Burney,2014
4,Ione,2006
31,BURSON,2016
1,la habra,2016
9,Stevenson Ranch,2009
4,Idyllwild,2014
37,LA CANADA FLINTRIDGE,2016
1,Cherokee,2006
153,SEBASTOPOL,2015
25,JULIAN,2016
1,Anderson,2002
1,Corcoran,2007
35,Chico,2006
322,VICTORVILLE,2017
1,Oak Park,2015
1,Princeton,2004
1,Benicia,2003
5,Larkspur,2005
4,Rough and Ready,2012
2,JOSHUA TREE,2012
286,RIALTO,2017
3,KEENE,2013
1,Jackson,2005
216,CLAREMONT,2015
482,SANTA ROSA,2014
30,ARCATA,2017
11,EAST GARRISON,2018
2,TWIN PEAKS,2016
3,WALLACE,2013
297,SANGER,2018
32,EL DORADO,2015
7,Moraga,2017
5,Pearblossom,2013
64,Oakland,2004
2,El Nido,2010
41,VILLA PARK,2016
2,VILLA PARK,2011
3,Woodlake,2008
4,SANTA ANA,2010
8,MIDDLETOWN,2014
290,WEST SACRAMENTO,2017
16,GONZALES,2014
150,Santa Barbara,2012
55,Richmond,2018
1,HERMOSA BEACH,2011
1,Philo,2002
2,MI WUK VILLAGE,2018
2,Frazier Park,2014
3,Hawthorne,2015
3,BURSON,2013
20,Rancho Santa Fe,2013
11,San Ramon,2006
6,Terra Bella,2015
16,THE SEA RANCH,2015
47,BISHOP,2015
5,Arvin,2008
6,STANFORD,2017
1,South gate,2018
1,Atascadero,1999
11,Woodside,2006
6,Hollister,2015
5,Kenwood,2008
1,Brookdale,2007
8,MOJAVE,2019
2,Mount Aukum,2011
1,CHESTER,2014
3,West Hollywood,2007
3,CHESTER,2018
1,Agua Dulce,2002
190,POWAY,2013
10,Linden,2012
2,LOLETA,2015
3,Lake Isabella,2016
1,Willow Creek,2012
3,Tupman,2013
10,Visalia,2004
535,HESPERIA,2019
60,ARCATA,2019
5,Denair,2013
1,Mahatten Beach,2007
5,SUNOL,2018
1,Wofford Heights,2018
8,Sutter,2010
85,RANCHO PALOS VERDES,2016
3,Half Moon Bay,2005
505,LIVERMORE,2018
77,RESCUE,2016
363,LOS BANOS,2016
5,McKinleyville,2013
83,STEVENSON RANCH,2015
3,Tulare,2005
6,Loleta,2018
2,San Pablo,2017
2,ORO GRANDE,2017
10,Thousand Oaks,2015
4,Biggs,2012
1,POWAY,2009
4,Casa Grande,2006
1,Bridgeport,2010
2,Bellflower,2011
21,Los Altos Hills,2006
2,PIRU,2018
2,visalia,2017
5,Belvedere Tiburon,2011
1,MISSION VIEJO,2010
5,Larkspur,2004
7,Roseville,2009
4,Point Richmond,2011
12,Plumas Lake,2012
3,Dinuba,2015
2,Midway City,2017
1,COOL,2004
6,Manteca,2003
4,BETHEL ISLAND,2016
126,LA VERNE,2019
31,GERBER,2016
1,CHATSWORTH,2014
2,CAYUCOS,2013
1,San Lorenzo,2001
1,Inverness,2006
23,Saint Helena,2009
15,Antioch,2006
2,El Granada,2014
1,Woody,2016
2,Stanford,2010
137,CASTAIC,2018
1,Bodega,2012
74,Santa Cruz,2006
1,Huron,2008
2,Oak Run,2011
1,Payson,2009
55,Winchester,2012
1,SILVERADO,2014
2,MCARTHUR,2013
78,BELLFLOWER,2017
3,El Sobrante,2015
1,Forest Falls,2008
8,Fairfax,2003
2,Cardiff By the Sea,2011
15,Rancho Cucamonga,2007
4,Huron,2013
2,Peoria,2009
9,Ross,2008
1,DUARTE,2012
1,mission viejo,2013
2,Arroyo Grande,2016
1,Clarkdale,2004
2,Paradise,2015
194,SANTA MARIA,2017
16,Ladera Ranch,2011
404,HESPERIA,2018
7,THORNTON,2018
30,SPRING VALLEY,2012
2,OLIVENHAIN,2019
39,COOL,2015
3,FORESTHILL,2013
25,GOSHEN,2019
91,FOWLER,2018
17,San Gabriel,2017
1,UKIAH,2002
881,San Diego,2011
4,Somerset,2013
1,Mojave,2008
41,Ojai,2007
891,FRESNO,2013
2,Durham,2017
1,Alderpoint,2013
2,EL DORADO HILLS,2006
3,San Ramon,2001
75,SAN JOAQUIN,2017
7,Ione,2008
4,Kenwood,2006
1,El Macero,2007
4,Cobb,2004
16,RANCHO PALOS VERDES,2012
47,Compton,2016
30,Atascadero,2014
7,Fowler,2010
1,LOLETA,2014
2,TIPTON,2013
1,NEWPORT BEACH,2006
2,PALOS VERDES,2010
6,Etiwanda,2010
78,WINDSOR,2013
149,SEBASTOPOL,2018
71,Valley Center,2011
161,Eastvale,2013
1,Agoura,2012
4,Trabuco Canyon,2015
1,Dutch Flat,2014
18,Selma,2010
1,Victorville,2002
1,Trinidad,2003
1,South San Francisco,2016
25,Irvine,2007
1,gardena,2015
3,NEWPORT BEACH,2010
1,Carmel,2009
1,GOLETA,2005
272,Rancho Cucamonga,2015
2,FARMINGTON,2015
1,RIVERSIDE,2009
39,PARAMOUNT,2015
76,BARSTOW,2017
3,Browns Valley,2009
12,San Miguel,2012
1,Livingston,2011
1,Rodeo,2002
52,LAKEPORT,2017
1,San Juan Bautista,2009
2,Piru,2009
1,MURPHYS,2002
10,Glen Ellen,2007
15,Cathedral City,2006
12,COULTERVILLE,2016
4,Forestville,2007
23,EUREKA,2014
1,ROCKLIN,2004
3,Encinitas,2002
3,Chico,2019
1,WALNUT CREEK,2012
4,TRONA,2019
1,Tollhouse,2002
40,OAK PARK,2017
20,Ladera Ranch,2015
12,INDIAN WELLS,2011
1,California  City,2017
2,REDONDO BEACH,2007
2,Oak Park,2004
7,GUADALUPE,2014
5,Hollister,2005
27,IRVINE,2013
8,Pacifica,2008
242,WOODLAND,2014
51,GARDENA,2018
33,Lakewood,2014
7,Jackson,2011
5,MONROVIA,2013
1,Albion,2012
1,Diamond City,2010
25,COTATI,2018
65,Cerritos,2013
2,SAN ANSELMO,2006
35,San Rafael,2004
2,LAGUNA BEACH,2002
1,NIPTON,2019
57,Livermore,2007
7,LONG BEACH,2004
123,Perris,2013
3,Campo,2011
9,CAYUCOS,2014
19,Goleta,2009
9,Clearlake,2010
1,SHAVER LAKE,2016
3,East Palo Alto,2014
1,DUSTIN ACRES,2016
7,ELVERTA,2017
6,Santa Rosa Valley,2012
1,OXNARD,2005
2,Clovis,2002
14,Seal Beach,2012
1,DENAIR,2016
1,Whitewater,2008
1,Descanso,2014
3,Foresthill,2009
1,Fowler,2008
141,COSTA MESA,2018
4,Le Grand,2009
23,Novato,2006
105,Clovis,2016
2,SANTA FE SPRINGS,2012
6,Benicia,2007
7,Chula Vista,2005
6,OAK RUN,2015
344,MORGAN HILL,2019
1,BASS LAKE,2013
2,Sea Ranch,2007
2,LeMoore,2004
9,Kentfield,2008
58,Desert Hot Springs,2014
2,OLIVENHAIN,2016
1,Rancho  Santa Margarita,2017
834,MADERA,2019
3,Claremont,2002
2,Dublin,2002
1,Covelo,2014
8,Woodlake,2015
13,KENWOOD,2016
231,Oakland,2012
1,Point Richmond,2003
79,Bakersfield,2019
7,Tehachapi,2009
27,SOLVANG,2014
51,EL DORADO,2019
135,CHOWCHILLA,2018
6,Borrego Springs,2005
32,MARYSVILLE,2013
